,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.53,860.93,9.0
1,10.0,8.95,748.98,10.0
2,20.0,13.94,747.59,11.0
3,30.0,13.94,747.59,11.0
4,40.0,13.94,747.59,11.0
5,50.0,70.27,324.61,12.0
6,60.0,70.27,324.61,12.0
