,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.71,46574.64,5.0
1,10.0,9.53,36256.69,8.0
2,20.0,15.61,28089.69,13.0
3,30.0,28.72,4101.4,14.0
4,40.0,39.98,3864.41,18.0
5,50.0,50.08,3723.91,30.0
6,60.0,59.91,3721.34,49.0
