,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.32,13688.15,12.0
1,10.0,9.56,3465.04,16.0
2,20.0,23.54,3282.89,20.0
3,30.0,29.87,3276.61,21.0
4,40.0,35.3,3271.91,22.0
5,50.0,35.3,3271.91,22.0
6,60.0,67.23,3271.85,23.0
