,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.42,56650.27,9.0
1,10.0,11.22,49293.65,10.0
2,20.0,18.72,23861.37,12.0
3,30.0,26.29,2663.58,16.0
4,40.0,49.74,2663.34,17.0
5,50.0,49.74,2663.34,17.0
6,60.0,59.6,2595.94,19.0
