,name,open_angle,resolution,max_zoom,shutter_time,mega_pixel,trigger,weight,sensor,focus_distance
0,MavicProI,"(78.8, 59.1)","(4000.0, 3000.0)",1,0.000125,12.0,5.0,200.0,"(6.17, 4.5)",28.0
