,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.05,72784.74,7.0
1,10.0,3.05,72784.74,7.0
2,20.0,20.25,30588.54,10.0
3,30.0,20.25,30588.54,10.0
4,40.0,20.25,30588.54,10.0
5,50.0,63.31,24963.93,11.0
6,60.0,63.31,24963.93,11.0
