,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.21,29462.24,9.0
1,10.0,10.88,18881.72,10.0
2,20.0,23.21,18772.39,11.0
3,30.0,28.56,18770.98,12.0
4,40.0,43.96,18767.14,15.0
5,50.0,43.96,18767.14,15.0
6,60.0,60.33,15122.68,17.0
