,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,1.29,74904.52,2.0
1,10.0,11.87,56949.05,3.0
2,20.0,23.76,54874.7,4.0
3,30.0,33.96,53390.38,5.0
4,40.0,39.25,33102.98,8.0
5,50.0,50.08,13084.57,23.0
6,60.0,60.21,13084.47,32.0
