,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,1.69,525.96,3.0
1,10.0,1.69,525.96,3.0
2,20.0,20.75,520.71,4.0
3,30.0,20.75,520.71,4.0
4,40.0,20.75,520.71,4.0
5,50.0,63.33,479.64,5.0
6,60.0,63.33,479.64,5.0
