,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.61,62421.65,7.0
1,10.0,10.04,51091.55,10.0
2,20.0,22.52,32017.18,12.0
3,30.0,30.13,14495.16,15.0
4,40.0,41.25,14025.56,16.0
5,50.0,52.64,12045.6,17.0
6,60.0,59.01,12038.15,21.0
