,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,6.82,607.96,5.0
1,10.0,9.61,519.57,8.0
2,20.0,19.46,425.97,11.0
3,30.0,20.65,343.99,12.0
4,40.0,20.65,343.99,12.0
5,50.0,73.73,70.0,13.0
6,60.0,73.73,70.0,13.0
