,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.85,73698.32,7.0
1,10.0,8.82,40424.67,11.0
2,20.0,19.21,37914.56,13.0
3,30.0,29.77,25814.18,16.0
4,40.0,33.87,25226.23,17.0
5,50.0,56.69,25208.26,18.0
6,60.0,60.06,5865.8,19.0
