,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.76,67052.13,5.0
1,10.0,11.21,61896.92,6.0
2,20.0,20.55,50159.42,7.0
3,30.0,38.46,27786.72,8.0
4,40.0,38.46,27786.72,8.0
5,50.0,49.88,26070.41,14.0
6,60.0,58.95,15642.71,18.0
