,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.77,35213.19,3.0
1,10.0,10.34,23798.3,4.0
2,20.0,16.91,22255.43,5.0
3,30.0,31.3,3659.75,9.0
4,40.0,35.75,3501.05,11.0
5,50.0,48.7,3414.21,12.0
6,60.0,59.22,3367.96,13.0
