,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,6.09,55087.57,4.0
1,10.0,9.9,21254.7,9.0
2,20.0,19.82,2436.03,14.0
3,30.0,30.43,2388.95,22.0
4,40.0,40.4,2387.96,38.0
5,50.0,50.06,2387.96,55.0
6,60.0,59.52,2387.96,72.0
