,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,1.89,780.44,2.0
1,10.0,14.02,706.27,3.0
2,20.0,19.52,473.01,5.0
3,30.0,30.43,284.7,8.0
4,40.0,34.45,211.95,10.0
5,50.0,64.79,50.0,11.0
6,60.0,64.79,50.0,11.0
