,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.81,49623.67,3.0
1,10.0,9.24,41299.8,4.0
2,20.0,9.24,41299.8,4.0
3,30.0,45.85,17143.66,5.0
4,40.0,45.85,17143.66,5.0
5,50.0,53.62,17126.61,6.0
6,60.0,53.62,17126.61,6.0
