,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,8.86,728.23,3.0
1,10.0,9.9,640.17,5.0
2,20.0,18.35,192.9,8.0
3,30.0,23.45,181.74,9.0
4,40.0,50.36,181.34,10.0
5,50.0,50.36,181.34,10.0
6,60.0,68.06,80.0,11.0
