,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.94,73426.27,2.0
1,10.0,0.94,73426.27,2.0
2,20.0,35.75,41767.55,3.0
3,30.0,35.75,41767.55,3.0
4,40.0,35.75,41767.55,3.0
5,50.0,62.71,41347.79,4.0
6,60.0,62.71,41347.79,4.0
