,name,geo_home,geo_points
0,Jardim Senai,"(-48.45255874975791, -27.43338368181769, 0)","((-48.45257490160673, -27.43336038312699, 1), (-48.45235131274588, -27.43329678596995, 1), (-48.45239011279272, -27.43319913253362, 4), (-48.45261463110952, -27.43325291267052, 4))"
