,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.19,31222.42,5.0
1,10.0,8.9,14834.28,7.0
2,20.0,23.94,14607.26,8.0
3,30.0,31.77,14468.2,9.0
4,40.0,43.86,14408.6,11.0
5,50.0,46.18,14408.44,12.0
6,60.0,59.71,14392.39,15.0
