,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.14,40448.64,10.0
1,10.0,8.37,30783.12,11.0
2,20.0,16.73,28604.81,16.0
3,30.0,16.73,28604.81,16.0
4,40.0,16.73,28604.81,16.0
5,50.0,63.5,26079.54,17.0
6,60.0,63.5,26079.54,17.0
