,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.77,56486.09,8.0
1,10.0,12.76,22816.08,11.0
2,20.0,19.14,5970.66,12.0
3,30.0,28.8,5308.18,13.0
4,40.0,44.11,5095.58,14.0
5,50.0,44.11,5095.58,14.0
6,60.0,58.9,5089.38,16.0
