,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,1.46,789.36,7.0
1,10.0,1.46,789.36,7.0
2,20.0,20.39,657.49,8.0
3,30.0,31.99,607.72,9.0
4,40.0,31.99,607.72,9.0
5,50.0,51.89,493.66,10.0
6,60.0,66.52,427.14,11.0
