,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,3.64,524.37,3.0
1,10.0,9.8,190.08,7.0
2,20.0,9.8,190.08,7.0
3,30.0,9.8,190.08,7.0
4,40.0,64.17,40.0,8.0
5,50.0,64.17,40.0,8.0
6,60.0,64.17,40.0,8.0
