,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,6.65,500.57,7.0
1,10.0,13.09,385.47,8.0
2,20.0,21.19,379.0,9.0
3,30.0,30.15,206.98,15.0
4,40.0,36.38,174.06,17.0
5,50.0,36.38,174.06,17.0
6,60.0,66.52,70.0,18.0
