,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,6.79,66681.38,6.0
1,10.0,13.08,62761.34,7.0
2,20.0,16.96,57205.11,8.0
3,30.0,32.96,36943.03,10.0
4,40.0,40.17,36751.53,11.0
5,50.0,47.62,14787.0,12.0
6,60.0,63.42,10070.59,13.0
