,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.91,683.55,8.0
1,10.0,9.74,600.31,9.0
2,20.0,18.62,385.66,13.0
3,30.0,29.65,201.03,21.0
4,40.0,29.65,201.03,21.0
5,50.0,62.44,80.0,22.0
6,60.0,62.44,80.0,22.0
