,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.3,815.41,7.0
1,10.0,9.93,652.35,8.0
2,20.0,20.14,465.87,10.0
3,30.0,28.97,236.83,13.0
4,40.0,46.93,120.0,14.0
5,50.0,46.93,120.0,14.0
6,60.0,64.53,100.0,15.0
