,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.74,744.49,11.0
1,10.0,10.64,635.61,15.0
2,20.0,20.08,634.46,32.0
3,30.0,30.08,634.46,56.0
4,40.0,39.73,634.46,67.0
5,50.0,50.23,634.46,87.0
6,60.0,59.13,634.46,112.0
