,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.99,725.95,8.0
1,10.0,8.26,612.56,9.0
2,20.0,18.5,560.26,11.0
3,30.0,36.04,554.25,12.0
4,40.0,40.24,546.73,13.0
5,50.0,49.28,525.24,28.0
6,60.0,62.07,504.8,39.0
