,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.55,531.12,11.0
1,10.0,7.89,500.05,17.0
2,20.0,7.89,500.05,17.0
3,30.0,35.67,499.18,18.0
4,40.0,35.67,499.18,18.0
5,50.0,52.79,463.02,19.0
6,60.0,63.44,462.98,20.0
