,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.69,69687.85,7.0
1,10.0,10.58,65521.28,8.0
2,20.0,18.82,54161.51,11.0
3,30.0,32.18,32421.59,13.0
4,40.0,40.09,14092.02,15.0
5,50.0,51.15,13757.75,16.0
6,60.0,59.94,4172.86,19.0
