,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.55,75872.68,2.0
1,10.0,10.26,67899.13,3.0
2,20.0,14.38,46020.03,4.0
3,30.0,14.38,46020.03,4.0
4,40.0,53.59,29889.86,5.0
5,50.0,53.59,29889.86,5.0
6,60.0,64.86,23729.7,6.0
