,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,1.0,66294.52,2.0
1,10.0,14.69,63906.7,3.0
2,20.0,16.97,32070.57,6.0
3,30.0,29.3,26261.6,7.0
4,40.0,43.76,23330.31,8.0
5,50.0,50.75,23328.89,9.0
6,60.0,60.06,23326.99,11.0
