,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.48,73560.65,6.0
1,10.0,10.71,72671.19,7.0
2,20.0,20.73,43276.23,11.0
3,30.0,23.49,42169.54,12.0
4,40.0,50.41,20791.19,13.0
5,50.0,50.41,20791.19,13.0
6,60.0,50.41,20791.19,13.0
