,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.62,733.11,10.0
1,10.0,9.47,668.14,12.0
2,20.0,9.47,668.14,12.0
3,30.0,9.47,668.14,12.0
4,40.0,9.47,668.14,12.0
5,50.0,71.88,342.07,13.0
6,60.0,71.88,342.07,13.0
