,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.52,63919.71,2.0
1,10.0,9.7,62168.88,3.0
2,20.0,18.21,39232.07,4.0
3,30.0,31.5,25466.22,6.0
4,40.0,31.5,25466.22,6.0
5,50.0,62.78,15446.78,7.0
6,60.0,62.78,15446.78,7.0
