,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.79,51606.06,4.0
1,10.0,0.79,51606.06,4.0
2,20.0,21.56,36422.93,5.0
3,30.0,29.61,17292.73,7.0
4,40.0,40.24,15898.06,11.0
5,50.0,50.72,15134.58,22.0
6,60.0,61.08,14841.03,40.0
