,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.0,689.96,9.0
1,10.0,12.12,580.93,12.0
2,20.0,23.86,580.29,13.0
3,30.0,30.95,335.36,17.0
4,40.0,36.9,181.33,22.0
5,50.0,36.9,181.33,22.0
6,60.0,68.07,80.0,23.0
