,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,0.96,749.16,4.0
1,10.0,12.86,586.64,5.0
2,20.0,23.9,449.24,7.0
3,30.0,28.9,245.71,12.0
4,40.0,45.35,221.33,13.0
5,50.0,45.35,221.33,13.0
6,60.0,60.24,206.07,14.0
