,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.84,50864.52,3.0
1,10.0,8.06,30113.53,6.0
2,20.0,20.08,14729.3,16.0
3,30.0,29.78,14704.97,25.0
4,40.0,39.55,14702.05,45.0
5,50.0,50.68,14702.05,62.0
6,60.0,60.33,14696.24,78.0
