,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,4.81,81046.5,11.0
1,10.0,11.04,66021.15,14.0
2,20.0,16.89,34026.59,17.0
3,30.0,29.1,29564.56,18.0
4,40.0,39.24,29305.15,19.0
5,50.0,51.59,24610.84,20.0
6,60.0,60.5,7065.49,24.0
