,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.69,60165.05,3.0
1,10.0,10.68,48812.6,5.0
2,20.0,19.28,29401.84,12.0
3,30.0,29.91,28928.13,18.0
4,40.0,40.68,28877.89,27.0
5,50.0,49.97,28877.88,33.0
6,60.0,58.15,28877.88,39.0
