,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.82,664.11,4.0
1,10.0,12.72,632.23,5.0
2,20.0,12.72,632.23,5.0
3,30.0,12.72,632.23,5.0
4,40.0,59.23,555.63,6.0
5,50.0,59.23,555.63,6.0
6,60.0,59.23,555.63,6.0
