,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,2.09,67281.93,6.0
1,10.0,14.02,59931.23,7.0
2,20.0,20.71,48925.08,9.0
3,30.0,32.54,28120.52,10.0
4,40.0,32.54,28120.52,10.0
5,50.0,62.46,18611.69,11.0
6,60.0,62.46,18611.69,11.0
