,Margin Birth Time,Real Birth Time,Fitness,Individual #
0,5.0,5.34,39012.62,10.0
1,10.0,9.32,38820.76,11.0
2,20.0,20.9,26523.08,13.0
3,30.0,24.91,13232.31,14.0
4,40.0,36.11,4012.41,15.0
5,50.0,48.83,3974.53,20.0
6,60.0,59.99,3968.03,27.0
