           lng            lat            alt
 -12.622098593  -50.332124000         15.000
 -12.622117038  -50.332214000         14.900
 -12.622190819  -50.332376000         14.800
 -12.622246154  -50.332556000         14.700
 -12.622301490  -50.332718000         14.600
 -12.622375271  -50.332880000         14.500
 -12.622430606  -50.333060000         14.400
 -12.622504387  -50.333222000         14.300
 -12.622559722  -50.333402000         14.200
 -12.622615058  -50.333564000         14.100
 -12.622688839  -50.333744000         14.000
 -12.622744174  -50.333906000         13.900
 -12.622817955  -50.334068000         13.800
 -12.622873290  -50.334248000         13.700
 -12.622928626  -50.334410000         13.600
 -12.623002407  -50.334590000         13.500
 -12.623057742  -50.334752000         13.400
 -12.623131523  -50.334914000         13.300
 -12.623186858  -50.335094000         13.200
 -12.623242194  -50.335256000         13.100
 -12.623279084  -50.335346000         13.000
