           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.624828479  -50.330252000         14.900
 -12.624828479  -50.330630000         14.800
 -12.624846925  -50.330990000         14.700
 -12.624846925  -50.331350000         14.600
 -12.624846925  -50.331710000         14.500
 -12.624865370  -50.332070000         14.400
 -12.624865370  -50.332430000         14.300
 -12.624883815  -50.332808000         14.200
 -12.624883815  -50.333168000         14.100
 -12.624902260  -50.333528000         14.000
 -12.624902260  -50.333888000         13.900
 -12.624920705  -50.334248000         13.800
 -12.624920705  -50.334608000         13.700
 -12.624939150  -50.334986000         13.600
 -12.624939150  -50.335346000         13.500
 -12.624957596  -50.335706000         13.400
 -12.624957596  -50.336066000         13.300
 -12.624976041  -50.336426000         13.200
 -12.624976041  -50.336786000         13.100
 -12.624976041  -50.336984000         13.000
