           lng            lat            alt
 -12.628093276  -50.353598000         15.000
 -12.627964160  -50.353058000         14.900
 -12.627705927  -50.351978000         14.800
 -12.627429249  -50.350898000         14.700
 -12.627171017  -50.349818000         14.600
 -12.626894339  -50.348738000         14.500
 -12.626636107  -50.347658000         14.400
 -12.626359429  -50.346578000         14.300
 -12.626101197  -50.345498000         14.200
 -12.625824519  -50.344418000         14.100
 -12.625566286  -50.343320000         14.000
 -12.625289609  -50.342240000         13.900
 -12.625031376  -50.341160000         13.800
 -12.624754699  -50.340080000         13.700
 -12.624478021  -50.339000000         13.600
 -12.624219788  -50.337920000         13.500
 -12.623943111  -50.336840000         13.400
 -12.623684878  -50.335760000         13.300
 -12.623408201  -50.334680000         13.200
 -12.623149968  -50.333600000         13.100
 -12.623020852  -50.333060000         13.000
