           lng            lat            alt
 -12.654562107  -50.355686000         15.000
 -12.653898080  -50.355758000         14.900
 -12.652533137  -50.355884000         14.800
 -12.651186639  -50.356010000         14.700
 -12.649821696  -50.356118000         14.600
 -12.648475198  -50.356244000         14.500
 -12.647128700  -50.356370000         14.400
 -12.645763757  -50.356496000         14.300
 -12.644417259  -50.356622000         14.200
 -12.643052315  -50.356748000         14.100
 -12.641705817  -50.356874000         14.000
 -12.640340874  -50.357000000         13.900
 -12.638994376  -50.357126000         13.800
 -12.637647878  -50.357252000         13.700
 -12.636282935  -50.357378000         13.600
 -12.634936437  -50.357504000         13.500
 -12.633571494  -50.357612000         13.400
 -12.632224996  -50.357738000         13.300
 -12.630860053  -50.357864000         13.200
 -12.629513555  -50.357990000         13.100
 -12.628831083  -50.358062000         13.000
