           lng            lat            alt
 -12.635416012  -50.340926000         15.000
 -12.635139334  -50.340836000         14.900
 -12.634585979  -50.340620000         14.800
 -12.634051068  -50.340404000         14.700
 -12.633497713  -50.340206000         14.600
 -12.632944358  -50.339990000         14.500
 -12.632391002  -50.339792000         14.400
 -12.631856092  -50.339576000         14.300
 -12.631302737  -50.339378000         14.200
 -12.630749382  -50.339162000         14.100
 -12.630196026  -50.338946000         14.000
 -12.629661116  -50.338748000         13.900
 -12.629107761  -50.338532000         13.800
 -12.628554405  -50.338334000         13.700
 -12.628001050  -50.338118000         13.600
 -12.627447695  -50.337920000         13.500
 -12.626912784  -50.337704000         13.400
 -12.626359429  -50.337488000         13.300
 -12.625806074  -50.337290000         13.200
 -12.625252718  -50.337074000         13.100
 -12.624976041  -50.336984000         13.000
