           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.630841607  -50.341358000         14.900
 -12.630694046  -50.342024000         14.800
 -12.630546485  -50.342690000         14.700
 -12.630398923  -50.343356000         14.600
 -12.630251362  -50.344004000         14.500
 -12.630103800  -50.344670000         14.400
 -12.629956239  -50.345336000         14.300
 -12.629808677  -50.346002000         14.200
 -12.629661116  -50.346650000         14.100
 -12.629513555  -50.347316000         14.000
 -12.629365993  -50.347982000         13.900
 -12.629218432  -50.348630000         13.800
 -12.629070870  -50.349296000         13.700
 -12.628923309  -50.349962000         13.600
 -12.628775747  -50.350628000         13.500
 -12.628628186  -50.351276000         13.400
 -12.628480625  -50.351942000         13.300
 -12.628333063  -50.352608000         13.200
 -12.628167057  -50.353274000         13.100
 -12.628093276  -50.353598000         13.000
