           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.630712491  -50.340890000         14.900
 -12.630306697  -50.340584000         14.800
 -12.629900903  -50.340278000         14.700
 -12.629513555  -50.339990000         14.600
 -12.629107761  -50.339684000         14.500
 -12.628701967  -50.339396000         14.400
 -12.628296173  -50.339090000         14.300
 -12.627908824  -50.338784000         14.200
 -12.627503030  -50.338496000         14.100
 -12.627097236  -50.338190000         14.000
 -12.626691442  -50.337884000         13.900
 -12.626285648  -50.337596000         13.800
 -12.625898300  -50.337290000         13.700
 -12.625492506  -50.337002000         13.600
 -12.625086712  -50.336696000         13.500
 -12.624680918  -50.336390000         13.400
 -12.624293569  -50.336102000         13.300
 -12.623887775  -50.335796000         13.200
 -12.623481981  -50.335490000         13.100
 -12.623279084  -50.335346000         13.000
