           lng            lat            alt
 -12.623279084  -50.335346000         15.000
 -12.623334420  -50.335382000         14.900
 -12.623408201  -50.335472000         14.800
 -12.623500427  -50.335562000         14.700
 -12.623592652  -50.335652000         14.600
 -12.623684878  -50.335724000         14.500
 -12.623777104  -50.335814000         14.400
 -12.623869330  -50.335904000         14.300
 -12.623961556  -50.335994000         14.200
 -12.624035337  -50.336084000         14.100
 -12.624127563  -50.336156000         14.000
 -12.624219788  -50.336246000         13.900
 -12.624312014  -50.336336000         13.800
 -12.624404240  -50.336426000         13.700
 -12.624496466  -50.336498000         13.600
 -12.624588692  -50.336588000         13.500
 -12.624662473  -50.336678000         13.400
 -12.624754699  -50.336768000         13.300
 -12.624846925  -50.336840000         13.200
 -12.624939150  -50.336930000         13.100
 -12.624976041  -50.336984000         13.000
