           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.624920705  -50.330810000         14.900
 -12.625142047  -50.332286000         14.800
 -12.625344944  -50.333762000         14.700
 -12.625547841  -50.335238000         14.600
 -12.625769183  -50.336696000         14.500
 -12.625972080  -50.338172000         14.400
 -12.626193423  -50.339648000         14.300
 -12.626396320  -50.341124000         14.200
 -12.626617662  -50.342600000         14.100
 -12.626820559  -50.344058000         14.000
 -12.627041901  -50.345534000         13.900
 -12.627244798  -50.347010000         13.800
 -12.627466140  -50.348486000         13.700
 -12.627669037  -50.349962000         13.600
 -12.627890379  -50.351420000         13.500
 -12.628093276  -50.352896000         13.400
 -12.628314618  -50.354372000         13.300
 -12.628517515  -50.355848000         13.200
 -12.628720412  -50.357324000         13.100
 -12.628831083  -50.358062000         13.000
