           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.630860053  -50.341484000         14.900
 -12.630749382  -50.342384000         14.800
 -12.630638711  -50.343266000         14.700
 -12.630528039  -50.344166000         14.600
 -12.630417368  -50.345066000         14.500
 -12.630306697  -50.345966000         14.400
 -12.630196026  -50.346866000         14.300
 -12.630085355  -50.347748000         14.200
 -12.629974684  -50.348648000         14.100
 -12.629882458  -50.349548000         14.000
 -12.629771787  -50.350448000         13.900
 -12.629661116  -50.351330000         13.800
 -12.629550445  -50.352230000         13.700
 -12.629439774  -50.353130000         13.600
 -12.629329103  -50.354030000         13.500
 -12.629218432  -50.354912000         13.400
 -12.629107761  -50.355812000         13.300
 -12.628997090  -50.356712000         13.200
 -12.628886419  -50.357612000         13.100
 -12.628831083  -50.358062000         13.000
