           lng            lat            alt
 -12.622098593  -50.332124000         15.000
 -12.622117038  -50.332142000         14.900
 -12.622172374  -50.332196000         14.800
 -12.622209264  -50.332250000         14.700
 -12.622264600  -50.332304000         14.600
 -12.622301490  -50.332340000         14.500
 -12.622356825  -50.332394000         14.400
 -12.622412161  -50.332448000         14.300
 -12.622449051  -50.332484000         14.200
 -12.622504387  -50.332538000         14.100
 -12.622559722  -50.332592000         14.000
 -12.622596613  -50.332646000         13.900
 -12.622651948  -50.332682000         13.800
 -12.622688839  -50.332736000         13.700
 -12.622744174  -50.332790000         13.600
 -12.622799510  -50.332844000         13.500
 -12.622836400  -50.332880000         13.400
 -12.622891736  -50.332934000         13.300
 -12.622947071  -50.332988000         13.200
 -12.622983962  -50.333042000         13.100
 -12.623020852  -50.333060000         13.000
