           lng            lat            alt
 -12.624810034  -50.330072000         15.000
 -12.624773144  -50.330162000         14.900
 -12.624680918  -50.330306000         14.800
 -12.624570247  -50.330468000         14.700
 -12.624478021  -50.330630000         14.600
 -12.624385795  -50.330774000         14.500
 -12.624293569  -50.330936000         14.400
 -12.624201343  -50.331098000         14.300
 -12.624109117  -50.331260000         14.200
 -12.624016892  -50.331404000         14.100
 -12.623906220  -50.331566000         14.000
 -12.623813995  -50.331728000         13.900
 -12.623721769  -50.331890000         13.800
 -12.623629543  -50.332034000         13.700
 -12.623537317  -50.332196000         13.600
 -12.623445091  -50.332358000         13.500
 -12.623352865  -50.332502000         13.400
 -12.623242194  -50.332664000         13.300
 -12.623149968  -50.332826000         13.200
 -12.623057742  -50.332988000         13.100
 -12.623020852  -50.333060000         13.000
