           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.630952279  -50.341340000         14.900
 -12.631026059  -50.341970000         14.800
 -12.631099840  -50.342600000         14.700
 -12.631173621  -50.343230000         14.600
 -12.631265847  -50.343860000         14.500
 -12.631339627  -50.344490000         14.400
 -12.631413408  -50.345120000         14.300
 -12.631487189  -50.345732000         14.200
 -12.631560969  -50.346362000         14.100
 -12.631634750  -50.346992000         14.000
 -12.631708531  -50.347622000         13.900
 -12.631782312  -50.348252000         13.800
 -12.631874537  -50.348882000         13.700
 -12.631948318  -50.349512000         13.600
 -12.632022099  -50.350124000         13.500
 -12.632095880  -50.350754000         13.400
 -12.632169660  -50.351384000         13.300
 -12.632243441  -50.352014000         13.200
 -12.632317222  -50.352644000         13.100
 -12.632354112  -50.352950000         13.000
