           lng            lat            alt
 -12.630915388  -50.341034000         15.000
 -12.631542524  -50.341412000         14.900
 -12.632778351  -50.342186000         14.800
 -12.634032623  -50.342960000         14.700
 -12.635268450  -50.343734000         14.600
 -12.636522722  -50.344508000         14.500
 -12.637758549  -50.345282000         14.400
 -12.639012821  -50.346056000         14.300
 -12.640248648  -50.346812000         14.200
 -12.641502920  -50.347586000         14.100
 -12.642738747  -50.348360000         14.000
 -12.643993020  -50.349134000         13.900
 -12.645228846  -50.349908000         13.800
 -12.646483119  -50.350682000         13.700
 -12.647718946  -50.351456000         13.600
 -12.648973218  -50.352212000         13.500
 -12.650209045  -50.352986000         13.400
 -12.651463317  -50.353760000         13.300
 -12.652699144  -50.354534000         13.200
 -12.653953416  -50.355308000         13.100
 -12.654562107  -50.355686000         13.000
