           lng            lat            alt
 -12.628941754  -50.364146000         15.000
 -12.628757302  -50.363300000         14.900
 -12.628388399  -50.361608000         14.800
 -12.628037940  -50.359934000         14.700
 -12.627669037  -50.358242000         14.600
 -12.627318578  -50.356550000         14.500
 -12.626949675  -50.354876000         14.400
 -12.626599216  -50.353184000         14.300
 -12.626230313  -50.351492000         14.200
 -12.625879855  -50.349818000         14.100
 -12.625510951  -50.348126000         14.000
 -12.625160493  -50.346452000         13.900
 -12.624791589  -50.344760000         13.800
 -12.624422685  -50.343068000         13.700
 -12.624072227  -50.341394000         13.600
 -12.623703323  -50.339702000         13.500
 -12.623352865  -50.338028000         13.400
 -12.622983962  -50.336336000         13.300
 -12.622633503  -50.334644000         13.200
 -12.622264600  -50.332970000         13.100
 -12.622098593  -50.332124000         13.000
