           lng            lat            alt
 -12.654562107  -50.355686000         15.000
 -12.653787409  -50.355200000         14.900
 -12.652238014  -50.354210000         14.800
 -12.650670174  -50.353220000         14.700
 -12.649120779  -50.352248000         14.600
 -12.647571384  -50.351258000         14.500
 -12.646003544  -50.350268000         14.400
 -12.644454149  -50.349296000         14.300
 -12.642886309  -50.348306000         14.200
 -12.641336914  -50.347316000         14.100
 -12.639769074  -50.346326000         14.000
 -12.638219679  -50.345354000         13.900
 -12.636670284  -50.344364000         13.800
 -12.635102444  -50.343374000         13.700
 -12.633553049  -50.342402000         13.600
 -12.631985209  -50.341412000         13.500
 -12.630435814  -50.340422000         13.400
 -12.628867973  -50.339432000         13.300
 -12.627318578  -50.338460000         13.200
 -12.625769183  -50.337470000         13.100
 -12.624976041  -50.336984000         13.000
