           lng            lat            alt
 -12.651389536  -50.336336000         15.000
 -12.650891516  -50.336768000         14.900
 -12.649877031  -50.337650000         14.800
 -12.648880992  -50.338514000         14.700
 -12.647884952  -50.339396000         14.600
 -12.646870467  -50.340278000         14.500
 -12.645874428  -50.341142000         14.400
 -12.644878388  -50.342024000         14.300
 -12.643882348  -50.342888000         14.200
 -12.642867864  -50.343770000         14.100
 -12.641871824  -50.344652000         14.000
 -12.640875784  -50.345516000         13.900
 -12.639879745  -50.346398000         13.800
 -12.638865260  -50.347262000         13.700
 -12.637869220  -50.348144000         13.600
 -12.636873181  -50.349026000         13.500
 -12.635858696  -50.349890000         13.400
 -12.634862656  -50.350772000         13.300
 -12.633866617  -50.351636000         13.200
 -12.632870577  -50.352518000         13.100
 -12.632354112  -50.352950000         13.000
